,qid,block,questionText,questionName,carryForward,choices,recode,description,text,subQuestion,questionType,questionSelector,questionSubSelector,validationForce,validationRequest,validationType,validationSettings,Easy.variable.name,Easy.variable.nameTEMP
1602,QID786,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 6 or more months:,CIDIA.SYM.21.0,nan,6,3,3,3,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 6 or more months,UKBB MHQ: Section C - Anxiety.life_lasting_6_estimate
1603,QID786,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 6 or more months:,CIDIA.SYM.21.0,nan,7,4,4,4,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 6 or more months,UKBB MHQ: Section C - Anxiety.life_lasting_6_estimate
1604,QID786,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 6 or more months:,CIDIA.SYM.21.0,nan,8,5,5,5,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 6 or more months,UKBB MHQ: Section C - Anxiety.life_lasting_6_estimate
1605,QID786,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 6 or more months:,CIDIA.SYM.21.0,nan,9,6,6,6,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 6 or more months,UKBB MHQ: Section C - Anxiety.life_lasting_6_estimate
1606,QID786,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 6 or more months:,CIDIA.SYM.21.0,nan,10,7,7,7,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 6 or more months,UKBB MHQ: Section C - Anxiety.life_lasting_6_estimate
1607,QID786,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 6 or more months:,CIDIA.SYM.21.0,nan,11,8,8,8,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 6 or more months,UKBB MHQ: Section C - Anxiety.life_lasting_6_estimate
1608,QID786,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 6 or more months:,CIDIA.SYM.21.0,nan,12,9,9,9,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 6 or more months,UKBB MHQ: Section C - Anxiety.life_lasting_6_estimate
1609,QID786,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 6 or more months:,CIDIA.SYM.21.0,nan,13,10,10,10,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 6 or more months,UKBB MHQ: Section C - Anxiety.life_lasting_6_estimate
1610,QID786,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 6 or more months:,CIDIA.SYM.21.0,nan,14,11,11,11,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 6 or more months,UKBB MHQ: Section C - Anxiety.life_lasting_6_estimate
1611,QID786,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 6 or more months:,CIDIA.SYM.21.0,nan,15,12,12,12,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 6 or more months,UKBB MHQ: Section C - Anxiety.life_lasting_6_estimate
1612,QID786,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 6 or more months:,CIDIA.SYM.21.0,nan,16,13,13+,13+,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 6 or more months,UKBB MHQ: Section C - Anxiety.life_lasting_6_estimate
1613,QID1558,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer:,CIDIA.SYM.21.0.5,nan,4,1,1,1,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer,UKBB MHQ: Section C - Anxiety.life_lasting_1_month_estimate
1614,QID1558,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer:,CIDIA.SYM.21.0.5,nan,5,2,2,2,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer,UKBB MHQ: Section C - Anxiety.life_lasting_1_month_estimate
1615,QID1558,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer:,CIDIA.SYM.21.0.5,nan,6,3,3,3,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer,UKBB MHQ: Section C - Anxiety.life_lasting_1_month_estimate
1616,QID1558,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer:,CIDIA.SYM.21.0.5,nan,7,4,4,4,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer,UKBB MHQ: Section C - Anxiety.life_lasting_1_month_estimate
1617,QID1558,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer:,CIDIA.SYM.21.0.5,nan,8,5,5,5,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer,UKBB MHQ: Section C - Anxiety.life_lasting_1_month_estimate
1618,QID1558,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer:,CIDIA.SYM.21.0.5,nan,9,6,6,6,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer,UKBB MHQ: Section C - Anxiety.life_lasting_1_month_estimate
1619,QID1558,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer:,CIDIA.SYM.21.0.5,nan,10,7,7,7,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer,UKBB MHQ: Section C - Anxiety.life_lasting_1_month_estimate
1620,QID1558,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer:,CIDIA.SYM.21.0.5,nan,11,8,8,8,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer,UKBB MHQ: Section C - Anxiety.life_lasting_1_month_estimate
1621,QID1558,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer:,CIDIA.SYM.21.0.5,nan,12,9,9,9,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer,UKBB MHQ: Section C - Anxiety.life_lasting_1_month_estimate
1622,QID1558,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer:,CIDIA.SYM.21.0.5,nan,13,10,10,10,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer,UKBB MHQ: Section C - Anxiety.life_lasting_1_month_estimate
1623,QID1558,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer:,CIDIA.SYM.21.0.5,nan,14,11,11,11,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer,UKBB MHQ: Section C - Anxiety.life_lasting_1_month_estimate
1624,QID1558,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer:,CIDIA.SYM.21.0.5,nan,15,12,12,12,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer,UKBB MHQ: Section C - Anxiety.life_lasting_1_month_estimate
1625,QID1558,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer:,CIDIA.SYM.21.0.5,nan,16,13,13+,13+,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer,UKBB MHQ: Section C - Anxiety.life_lasting_1_month_estimate
1626,QID1558,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer:,CIDIA.SYM.21.0.5,nan,4,1,1,1,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer,UKBB MHQ: Section C - Anxiety.life_lasting_1_month_estimate
1627,QID1558,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer:,CIDIA.SYM.21.0.5,nan,5,2,2,2,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer,UKBB MHQ: Section C - Anxiety.life_lasting_1_month_estimate
1628,QID1558,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer:,CIDIA.SYM.21.0.5,nan,6,3,3,3,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer,UKBB MHQ: Section C - Anxiety.life_lasting_1_month_estimate
1629,QID1558,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer:,CIDIA.SYM.21.0.5,nan,7,4,4,4,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer,UKBB MHQ: Section C - Anxiety.life_lasting_1_month_estimate
1630,QID1558,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer:,CIDIA.SYM.21.0.5,nan,8,5,5,5,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer,UKBB MHQ: Section C - Anxiety.life_lasting_1_month_estimate
1631,QID1558,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer:,CIDIA.SYM.21.0.5,nan,9,6,6,6,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer,UKBB MHQ: Section C - Anxiety.life_lasting_1_month_estimate
1632,QID1558,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer:,CIDIA.SYM.21.0.5,nan,10,7,7,7,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer,UKBB MHQ: Section C - Anxiety.life_lasting_1_month_estimate
1633,QID1558,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer:,CIDIA.SYM.21.0.5,nan,11,8,8,8,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer,UKBB MHQ: Section C - Anxiety.life_lasting_1_month_estimate
1634,QID1558,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer:,CIDIA.SYM.21.0.5,nan,12,9,9,9,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer,UKBB MHQ: Section C - Anxiety.life_lasting_1_month_estimate
1635,QID1558,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer:,CIDIA.SYM.21.0.5,nan,13,10,10,10,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer,UKBB MHQ: Section C - Anxiety.life_lasting_1_month_estimate
1636,QID1558,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer:,CIDIA.SYM.21.0.5,nan,14,11,11,11,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer,UKBB MHQ: Section C - Anxiety.life_lasting_1_month_estimate
1637,QID1558,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer:,CIDIA.SYM.21.0.5,nan,15,12,12,12,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer,UKBB MHQ: Section C - Anxiety.life_lasting_1_month_estimate
1638,QID1558,COPING_UKBB MHQ: Section C - Anxiety,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer:,CIDIA.SYM.21.0.5,nan,16,13,13+,13+,no,Multiple choice,DL,None,False,nan,nan,nan,Please estimate the number of times you have had periods of this kind of worry in your life lasting 1 month or longer,UKBB MHQ: Section C - Anxiety.life_lasting_1_month_estimate
1639,QID787_TEXT,COPING_UKBB MHQ: Section C - Anxiety,"About how old were you the first time you had a period of 6 months like this? (Whether or not you received any help for it.) 
 

Please put your age in years, an approximate age is fine.
 ",CIDIA.SYM.22.0,nan,None,nan,nan,nan,nan,Text entry,Text single line,None,False,True,"{'maxDecimals': 0, 'maximum': 99.0, 'minimum': 0.0}",nan,"About how old were you the first time you had a period of 6 months like this  
 

Please put your age in years an approximate age is fine
 ",UKBB MHQ: Section C - Anxiety.approximate_age_age
1640,QID1559_TEXT,COPING_UKBB MHQ: Section C - Anxiety,"About how old were you the first time you had a period of 1 month like this? (Whether or not you received any help for it.) 
 

Please put your age in years, an approximate age is fine.
 ",CIDIA.SYM.22.0.5,nan,None,nan,nan,nan,nan,Text entry,Text single line,None,False,True,"{'maxDecimals': 0, 'maximum': 99.0, 'minimum': 0.0}",nan,"About how old were you the first time you had a period of 1 month like this  
 

Please put your age in years an approximate age is fine
 ",UKBB MHQ: Section C - Anxiety.approximate_age_age
1641,QID1559_TEXT,COPING_UKBB MHQ: Section C - Anxiety,"About how old were you the first time you had a period of 1 month like this? (Whether or not you received any help for it.) 
 

Please put your age in years, an approximate age is fine.
 ",CIDIA.SYM.22.0.5,nan,None,nan,nan,nan,nan,Text entry,Text single line,None,False,True,"{'maxDecimals': 0, 'maximum': 99.0, 'minimum': 0.0}",nan,"About how old were you the first time you had a period of 1 month like this  
 

Please put your age in years an approximate age is fine
 ",UKBB MHQ: Section C - Anxiety.approximate_age_age
1642,QID788_TEXT,COPING_UKBB MHQ: Section C - Anxiety,"About how old were you the last time you had a period of 6 months like this? (whether or not you received any help for it.)
 

Please put your age in years, an approximate age is fine.",CIDIA.SYM.23.0,nan,None,nan,nan,nan,nan,Text entry,Text single line,None,False,True,"{'maxDecimals': 0, 'maximum': 99.0, 'minimum': 0.0}",nan,"About how old were you the last time you had a period of 6 months like this 
 

Please put your age in years an approximate age is fine",UKBB MHQ: Section C - Anxiety.approximate_age_age
1643,QID1560_TEXT,COPING_UKBB MHQ: Section C - Anxiety,"About how old were you the last time you had a period of 1 month like this? (whether or not you received any help for it.)
 

Please put your age in years, an approximate age is fine.",CIDIA.SYM.23.0.5,nan,None,nan,nan,nan,nan,Text entry,Text single line,None,False,True,"{'maxDecimals': 0, 'maximum': 99.0, 'minimum': 0.0}",nan,"About how old were you the last time you had a period of 1 month like this 
 

Please put your age in years an approximate age is fine",UKBB MHQ: Section C - Anxiety.approximate_age_age
1644,QID1560_TEXT,COPING_UKBB MHQ: Section C - Anxiety,"About how old were you the last time you had a period of 1 month like this? (whether or not you received any help for it.)
 

Please put your age in years, an approximate age is fine.",CIDIA.SYM.23.0.5,nan,None,nan,nan,nan,nan,Text entry,Text single line,None,False,True,"{'maxDecimals': 0, 'maximum': 99.0, 'minimum': 0.0}",nan,"About how old were you the last time you had a period of 1 month like this 
 

Please put your age in years an approximate age is fine",UKBB MHQ: Section C - Anxiety.approximate_age_age
1647,QID104,COPING_UKBB MHQ: Section C - Anxiety,"During that period, was your worry stronger than in other people?",CIDIA.SYM.5.0,nan,1,1,Yes,Yes,no,Multiple choice,Single answer,TX,False,True,nan,nan,During that period was your worry stronger than in other people,UKBB MHQ: Section C - Anxiety.worry_stronger_period
1648,QID104,COPING_UKBB MHQ: Section C - Anxiety,"During that period, was your worry stronger than in other people?",CIDIA.SYM.5.0,nan,2,0,No,No,no,Multiple choice,Single answer,TX,False,True,nan,nan,During that period was your worry stronger than in other people,UKBB MHQ: Section C - Anxiety.worry_stronger_period
1649,QID104,COPING_UKBB MHQ: Section C - Anxiety,"During that period, was your worry stronger than in other people?",CIDIA.SYM.5.0,nan,3,-88,Don't know,Don't know,no,Multiple choice,Single answer,TX,False,True,nan,nan,During that period was your worry stronger than in other people,UKBB MHQ: Section C - Anxiety.worry_stronger_period
1650,QID104,COPING_UKBB MHQ: Section C - Anxiety,"During that period, was your worry stronger than in other people?",CIDIA.SYM.5.0,nan,4,-99,Prefer not to answer,Prefer not to answer,no,Multiple choice,Single answer,TX,False,True,nan,nan,During that period was your worry stronger than in other people,UKBB MHQ: Section C - Anxiety.worry_stronger_period
1651,QID105,COPING_UKBB MHQ: Section C - Anxiety,Did you worry most days?,CIDIA.SYM.6.0,nan,1,1,Yes,Yes,no,Multiple choice,Single answer,TX,False,True,nan,nan,Did you worry most days,UKBB MHQ: Section C - Anxiety.Did_you_worry_most_days
1652,QID105,COPING_UKBB MHQ: Section C - Anxiety,Did you worry most days?,CIDIA.SYM.6.0,nan,2,0,No,No,no,Multiple choice,Single answer,TX,False,True,nan,nan,Did you worry most days,UKBB MHQ: Section C - Anxiety.Did_you_worry_most_days
1653,QID105,COPING_UKBB MHQ: Section C - Anxiety,Did you worry most days?,CIDIA.SYM.6.0,nan,3,-88,Don't know,Don't know,no,Multiple choice,Single answer,TX,False,True,nan,nan,Did you worry most days,UKBB MHQ: Section C - Anxiety.Did_you_worry_most_days
1654,QID105,COPING_UKBB MHQ: Section C - Anxiety,Did you worry most days?,CIDIA.SYM.6.0,nan,4,-99,Prefer not to answer,Prefer not to answer,no,Multiple choice,Single answer,TX,False,True,nan,nan,Did you worry most days,UKBB MHQ: Section C - Anxiety.Did_you_worry_most_days
1655,QID105,COPING_UKBB MHQ: Section C - Anxiety,Did you worry most days?,CIDIA.SYM.6.0,nan,1,1,Yes,Yes,no,Multiple choice,Single answer,TX,False,True,nan,nan,Did you worry most days,UKBB MHQ: Section C - Anxiety.Did_you_worry_most_days
1656,QID105,COPING_UKBB MHQ: Section C - Anxiety,Did you worry most days?,CIDIA.SYM.6.0,nan,2,0,No,No,no,Multiple choice,Single answer,TX,False,True,nan,nan,Did you worry most days,UKBB MHQ: Section C - Anxiety.Did_you_worry_most_days
1657,QID105,COPING_UKBB MHQ: Section C - Anxiety,Did you worry most days?,CIDIA.SYM.6.0,nan,3,-88,Don't know,Don't know,no,Multiple choice,Single answer,TX,False,True,nan,nan,Did you worry most days,UKBB MHQ: Section C - Anxiety.Did_you_worry_most_days
1658,QID105,COPING_UKBB MHQ: Section C - Anxiety,Did you worry most days?,CIDIA.SYM.6.0,nan,4,-99,Prefer not to answer,Prefer not to answer,no,Multiple choice,Single answer,TX,False,True,nan,nan,Did you worry most days,UKBB MHQ: Section C - Anxiety.Did_you_worry_most_days
1659,QID106,COPING_UKBB MHQ: Section C - Anxiety,"Did you usually worry about one particular thing, such as your job security or the failing health of a loved one, or more than one thing?  ",CIDIA.SYM.7.0,nan,1,0,One thing,One thing,no,Multiple choice,Single answer,TX,False,True,nan,nan,Did you usually worry about one particular thing such as your job security or the failing health of a loved one or more than one thing  ,UKBB MHQ: Section C - Anxiety.job_security_failing_health
1660,QID106,COPING_UKBB MHQ: Section C - Anxiety,"Did you usually worry about one particular thing, such as your job security or the failing health of a loved one, or more than one thing?  ",CIDIA.SYM.7.0,nan,2,1,More than one thing,More than one thing,no,Multiple choice,Single answer,TX,False,True,nan,nan,Did you usually worry about one particular thing such as your job security or the failing health of a loved one or more than one thing  ,UKBB MHQ: Section C - Anxiety.job_security_failing_health
1661,QID106,COPING_UKBB MHQ: Section C - Anxiety,"Did you usually worry about one particular thing, such as your job security or the failing health of a loved one, or more than one thing?  ",CIDIA.SYM.7.0,nan,3,-88,Don't know,Don't know,no,Multiple choice,Single answer,TX,False,True,nan,nan,Did you usually worry about one particular thing such as your job security or the failing health of a loved one or more than one thing  ,UKBB MHQ: Section C - Anxiety.job_security_failing_health
1662,QID106,COPING_UKBB MHQ: Section C - Anxiety,"Did you usually worry about one particular thing, such as your job security or the failing health of a loved one, or more than one thing?  ",CIDIA.SYM.7.0,nan,4,-99,Prefer not to answer,Prefer not to answer,no,Multiple choice,Single answer,TX,False,True,nan,nan,Did you usually worry about one particular thing such as your job security or the failing health of a loved one or more than one thing  ,UKBB MHQ: Section C - Anxiety.job_security_failing_health
1663,QID107,COPING_UKBB MHQ: Section C - Anxiety,Did you find it difficult to stop worrying? ,CIDIA.SYM.8.0,nan,1,1,Yes,Yes,no,Multiple choice,Single answer,TX,False,True,nan,nan,Did you find it difficult to stop worrying ,UKBB MHQ: Section C - Anxiety.stop_worrying_find
1664,QID107,COPING_UKBB MHQ: Section C - Anxiety,Did you find it difficult to stop worrying? ,CIDIA.SYM.8.0,nan,2,0,No,No,no,Multiple choice,Single answer,TX,False,True,nan,nan,Did you find it difficult to stop worrying ,UKBB MHQ: Section C - Anxiety.stop_worrying_find
1665,QID107,COPING_UKBB MHQ: Section C - Anxiety,Did you find it difficult to stop worrying? ,CIDIA.SYM.8.0,nan,3,-88,Don't know,Don't know,no,Multiple choice,Single answer,TX,False,True,nan,nan,Did you find it difficult to stop worrying ,UKBB MHQ: Section C - Anxiety.stop_worrying_find
1666,QID107,COPING_UKBB MHQ: Section C - Anxiety,Did you find it difficult to stop worrying? ,CIDIA.SYM.8.0,nan,4,-99,Prefer not to answer,Prefer not to answer,no,Multiple choice,Single answer,TX,False,True,nan,nan,Did you find it difficult to stop worrying ,UKBB MHQ: Section C - Anxiety.stop_worrying_find
1667,QID107,COPING_UKBB MHQ: Section C - Anxiety,Did you find it difficult to stop worrying? ,CIDIA.SYM.8.0,nan,1,1,Yes,Yes,no,Multiple choice,Single answer,TX,False,True,nan,nan,Did you find it difficult to stop worrying ,UKBB MHQ: Section C - Anxiety.stop_worrying_find
1668,QID107,COPING_UKBB MHQ: Section C - Anxiety,Did you find it difficult to stop worrying? ,CIDIA.SYM.8.0,nan,2,0,No,No,no,Multiple choice,Single answer,TX,False,True,nan,nan,Did you find it difficult to stop worrying ,UKBB MHQ: Section C - Anxiety.stop_worrying_find
1669,QID107,COPING_UKBB MHQ: Section C - Anxiety,Did you find it difficult to stop worrying? ,CIDIA.SYM.8.0,nan,3,-88,Don't know,Don't know,no,Multiple choice,Single answer,TX,False,True,nan,nan,Did you find it difficult to stop worrying ,UKBB MHQ: Section C - Anxiety.stop_worrying_find
1670,QID107,COPING_UKBB MHQ: Section C - Anxiety,Did you find it difficult to stop worrying? ,CIDIA.SYM.8.0,nan,4,-99,Prefer not to answer,Prefer not to answer,no,Multiple choice,Single answer,TX,False,True,nan,nan,Did you find it difficult to stop worrying ,UKBB MHQ: Section C - Anxiety.stop_worrying_find
1671,QID108,COPING_UKBB MHQ: Section C - Anxiety,Did you ever have different worries on your mind at the same time?,CIDIA.SYM.9.0,nan,1,1,Yes,Yes,no,Multiple choice,Single answer,TX,False,True,nan,nan,Did you ever have different worries on your mind at the same time,UKBB MHQ: Section C - Anxiety.worries_mind
1672,QID108,COPING_UKBB MHQ: Section C - Anxiety,Did you ever have different worries on your mind at the same time?,CIDIA.SYM.9.0,nan,2,0,No,No,no,Multiple choice,Single answer,TX,False,True,nan,nan,Did you ever have different worries on your mind at the same time,UKBB MHQ: Section C - Anxiety.worries_mind
1673,QID108,COPING_UKBB MHQ: Section C - Anxiety,Did you ever have different worries on your mind at the same time?,CIDIA.SYM.9.0,nan,3,-88,Don't know,Don't know,no,Multiple choice,Single answer,TX,False,True,nan,nan,Did you ever have different worries on your mind at the same time,UKBB MHQ: Section C - Anxiety.worries_mind
1674,QID108,COPING_UKBB MHQ: Section C - Anxiety,Did you ever have different worries on your mind at the same time?,CIDIA.SYM.9.0,nan,4,-99,Prefer not to answer,Prefer not to answer,no,Multiple choice,Single answer,TX,False,True,nan,nan,Did you ever have different worries on your mind at the same time,UKBB MHQ: Section C - Anxiety.worries_mind
1675,QID109,COPING_UKBB MHQ: Section C - Anxiety,How often was your worry so strong that you couldn't put it out of your mind no matter how hard you tried?,CIDIA.SYM.10.0,nan,1,3,Often,Often,no,Multiple choice,Single answer,TX,False,True,nan,nan,How often was your worry so strong that you couldnt put it out of your mind no matter how hard you tried,UKBB MHQ: Section C - Anxiety.couldnt_put_worry
1676,QID109,COPING_UKBB MHQ: Section C - Anxiety,How often was your worry so strong that you couldn't put it out of your mind no matter how hard you tried?,CIDIA.SYM.10.0,nan,2,2,Sometimes,Sometimes,no,Multiple choice,Single answer,TX,False,True,nan,nan,How often was your worry so strong that you couldnt put it out of your mind no matter how hard you tried,UKBB MHQ: Section C - Anxiety.couldnt_put_worry
1677,QID109,COPING_UKBB MHQ: Section C - Anxiety,How often was your worry so strong that you couldn't put it out of your mind no matter how hard you tried?,CIDIA.SYM.10.0,nan,3,1,Rarely,Rarely,no,Multiple choice,Single answer,TX,False,True,nan,nan,How often was your worry so strong that you couldnt put it out of your mind no matter how hard you tried,UKBB MHQ: Section C - Anxiety.couldnt_put_worry
1678,QID109,COPING_UKBB MHQ: Section C - Anxiety,How often was your worry so strong that you couldn't put it out of your mind no matter how hard you tried?,CIDIA.SYM.10.0,nan,4,0,Never,Never,no,Multiple choice,Single answer,TX,False,True,nan,nan,How often was your worry so strong that you couldnt put it out of your mind no matter how hard you tried,UKBB MHQ: Section C - Anxiety.couldnt_put_worry
1679,QID109,COPING_UKBB MHQ: Section C - Anxiety,How often was your worry so strong that you couldn't put it out of your mind no matter how hard you tried?,CIDIA.SYM.10.0,nan,5,-88,Don't know,Don't know,no,Multiple choice,Single answer,TX,False,True,nan,nan,How often was your worry so strong that you couldnt put it out of your mind no matter how hard you tried,UKBB MHQ: Section C - Anxiety.couldnt_put_worry
1680,QID109,COPING_UKBB MHQ: Section C - Anxiety,How often was your worry so strong that you couldn't put it out of your mind no matter how hard you tried?,CIDIA.SYM.10.0,nan,6,-99,Prefer not to answer,Prefer not to answer,no,Multiple choice,Single answer,TX,False,True,nan,nan,How often was your worry so strong that you couldnt put it out of your mind no matter how hard you tried,UKBB MHQ: Section C - Anxiety.couldnt_put_worry
1681,QID109,COPING_UKBB MHQ: Section C - Anxiety,How often was your worry so strong that you couldn't put it out of your mind no matter how hard you tried?,CIDIA.SYM.10.0,nan,1,3,Often,Often,no,Multiple choice,Single answer,TX,False,True,nan,nan,How often was your worry so strong that you couldnt put it out of your mind no matter how hard you tried,UKBB MHQ: Section C - Anxiety.couldnt_put_worry
